id,tree,vegetable,element,animal,color,instrument,fruit
1810,Fir,spinach,Phosphorus,tiger,Vivid Violet,Aethrioscope,grapefruit
1811,Tulip Tree,jerusalem artichoke,Palladium,coyote,Olive Green,Lactometer,cloudberry
1812,Tupelo,pinto bean,Iridium,ape,Sunglow,Penetrometer,ugli fruit
1813,Walnut,green pepper,Unununium,aardvark,Vivid Tangerine,Microseismometer,star fruit
1814,Fir,broad beans,Thallium,gopher,Vivid Violet,Xylometer,lychee
1815,Pear,rosemary,Chlorine,bear,Wild Watermelon,Atmometer,mango
1816,Oak,celery,Europium,tiger,Periwinkle,Statoscope,bell pepper
1817,Linden,cucumber,Ununquadium,hedgehog,Burnt Sienna,Evaporimeter,grapefruit
1818,Olive,paprika,Ununpentium,cow,Pink Flamingo,Dynamograph,jujube
1819,Sassafras,ginger,Germanium,tapir,Sunset Orange,Tachistoscope,fig
1820,Fir,pea,Germanium,chinchilla,Timberwolf,Plethysmograph,eggplant
1821,Birch,patty pan,Lead,salamander,Tickle Me Pink,Fluoroscope,grape
1822,Juniper,calabrese,Chlorine,mustang,Melon,Polarimeter,cantaloupe
1823,Spruce,shallot,Technetium,wombat,Spring Green,Peirameter,rock melon
1824,Alder,shallot,Californium,cow,Inchworm,Odograph,raisin
1825,Linden,green pepper,Beryllium,chinchilla,Sunglow,Endoscope,chili pepper
1826,Palm,anise,Aluminium,frog,Fuchsia,Prisoptometer,gooseberry
1827,Alder,jicama,Gallium,gazelle,Tan,Bolometer,lemon
1828,Crabapple,basil,Holmium,aardvark,Inchworm,Extensometer,avocado
1829,Alder,caraway,Thorium,lynx,Orchid,Auxometer,guava
1830,Holly,potato,Cerium,gnu,Lavender,Ophthalmometer,cherry
1831,Alder,mustard green,Polonium,hyena,Sea Green,Seismoscope,tomato
1832,Elm,watercress,Neodymium,buffalo,Unmellow Yellow,Lysimeter,dragonfruit
1833,Magnolia,yam,Nobelium,alligator,Wild Strawberry,Transmissometer,peach
1834,Birch,butternut squash,Molybdenum,mustang,Scarlet,Hypsometer,kumquat
1835,Alder,hubbard squash,Lithium,gopher,Red Violet,Odometer,currant
1836,Peach,mustard green,Plutonium,bison,Gold,Sideroscope,persimmon
1837,Hawthorn,courgette,Iodine,chimpanzee,Canary,Xylometer,dragonfruit
1838,Crabapple,tabasco pepper,Indium,walrus,Fuzzy Wuzzy,Cyclograph,avocado
1839,Alder,chives,Aluminium,wolf,Mountain Meadow,Scintilloscope,peach
1840,Oak,artichoke,Samarium,puma,Pine Green,Gasometer,redcurrant
1841,Maple,ginger,Neodymium,muskrat,Robin's Egg Blue,Ceraunograph,currant
1842,Hickory,cabbage,Terbium,hamster,Cotton Candy,Pallograph,goji berry
1843,Ash,kohlrabi,Molybdenum,orangutan,Black,Transmissometer,nectarine
1844,Locust,amaranth,Hafnium,reptile,Robin's Egg Blue,Spectrometer,goji berry
1845,Birch,broad beans,Uranium,capybara,Wild Blue Yonder,Refractometer,bell pepper
1846,Juniper,skirret,Plutonium,tiger,Burnt Orange,Spectrograph,raspberry
1847,Larch,squash,Ununtrium,puma,Green,Thermometrograph,blackcurrant
1848,Locust,acorn squash,Iron,jackal,Green,Planigraph,grapefruit
1849,Dogwood,okra,Silicon,porcupine,Jazzberry Jam,Pyrgeometer,cantaloupe
1850,Tulip Tree,black-eyed pea,Rubidium,crocodile,White,Taseometer,blueberry
1851,Larch,topinambur,Lanthanum,badger,Eggplant,Ebullioscope,pomegranate
1852,Olive,legume,Iron,frog,Green,Coronagraph,star fruit
1853,Maple,new zealand spinach,Unununium,puma,Brown,Trigonometer,cantaloupe
1854,Spruce,parsnip,Hassium,koala,Gray,Stalagmometer,gooseberry
1855,Alder,green pepper,Dysprosium,sheep,Manatee,Oncometer,loquat
1856,Plum,turnip,Calcium,gopher,Dandelion,Platometer,kiwi fruit
1857,Elderberry,tabasco pepper,Americium,chipmunk,Razzle Dazzle Rose,Sympiesometer,pineapple
1858,Walnut,herbs and spice,Astatine,buffalo,Mountain Meadow,Voltmeter,pineapple
1859,Birch,marjoram,Praseodymium,zebra,Caribbean Green,Katathermometer,jackfruit
1860,Holly,green pepper,Nitrogen,prairie dog,Razzmatazz,Cardiograph,orange
1861,Pear,azuki bean,Silicon,hippopotamus,Manatee,Ultramicroscope,lemon
1862,Chestnut,rutabaga,Sulfur,goat,Electric Lime,Spirometer,kiwi fruit
1863,Olive,eggplant,Beryllium,hog,Sunglow,Hygrometer,currant
1864,Pear,fennel,Vanadium,reindeer,Sunset Orange,Hippometer,avocado
1865,Juniper,cauliflower,Mendelevium,parakeet,Silver,Microseismometer,rambutan
1866,Spruce,arugula,Samarium,parakeet,Electric Lime,Otoscope,olive
1867,Hickory,cilantro,Silver,frog,Outer Space,Chlorometer,apple
1868,Larch,artichoke,Nitrogen,chinchilla,Peach,Ohmmeter,purple mangosteen
1869,Tulip Tree,beet,Ununpentium,whale,Burnt Orange,Colposcope,quince
1870,Beech,anise,Tantalum,raccoon,Gold,Haptometer,breadfruit
1871,Poplar,pinto bean,Yttrium,frog,Caribbean Green,Viscometer,raisin
1872,Cypress,kale,Vanadium,beaver,Mahogany,Oncosimeter,bell pepper
1873,Tulip Tree,lima bean,Ruthenium,oryx,Aquamarine,Durometer,avocado
1874,Tupelo,habanero,Osmium,porpoise,Fern,Spirograph,guava
1875,Hickory,mangetout,Holmium,chipmunk,Mahogany,Radioscope,cherry
1876,Hawthorn,jicama,Thorium,warthog,Cerulean,Xanthometer,bell pepper
1877,Tupelo,lavender,Neptunium,prairie dog,Razzle Dazzle Rose,Microscope,physalis
1878,Holly,kale,Osmium,zebra,Shocking Pink,Ebullioscope,peach
1879,Sassafras,water chestnut,Sodium,muskrat,Burnt Sienna,Pallograph,watermelon
1880,Pear,mung bean,Darmstadtium,panther,Copper,Pluviograph,raspberry
1881,Maple,shallot,Praseodymium,fox,Magenta,Diffractometer,cranberry
1882,Spruce,basil,Protactinium,squirrel,Mountain Meadow,Electrometer,bell pepper
1883,Willow,cauliflower,Gold,lion,Purple Pizzazz,Strabismometer,nectarine
1884,Tupelo,radish,Radium,squirrel,Mango Tango,Orchidometer,mulberry
1885,Cedar,parsnip,Osmium,raccoon,Royal Purple,Swingometer,clementine
1886,Tulip Tree,chard,Ununquadium,gila monster,Beaver,Fiberscope,feijoa
1887,Sumac,marjoram,Seaborgium,armadillo,Wild Watermelon,Declinometer,breadfruit
1888,Palm,artichoke,Molybdenum,weasel,Wild Watermelon,Opacimeter,dragonfruit
1889,Poplar,butternut squash,Dubnium,rabbit,Robin's Egg Blue,Magnetometer,persimmon
1890,Hawthorn,cayenne pepper,Europium,coyote,Purple Heart,Hydrotimeter,papaya
1891,Crabapple,squash,Copper,monkey,Purple Mountain's Majesty,Solarimeter,jambul
1892,Birch,parsnip,Polonium,cheetah,Apricot,Stenometer,loquat
1893,Alder,cilantro,Sodium,orangutan,White,Interferometer,bell pepper
1894,Pine,cilantro,Americium,alligator,Mauvelous,Otoscope,blood orange
1895,Birch,potato,Bromine,seal,Cornflower,Trigonometer,rambutan
1896,Palm,cabbage,Magnesium,porpoise,Caribbean Green,Hygrometer,canary melon
1897,Elm,endive,Calcium,baboon,Mountain Meadow,Diaphanometer,ugli fruit
1898,Magnolia,white radish,Palladium,alligator,Shadow,Psychrometer,lemon
1899,Yellowwood,basil,Oxygen,crocodile,Desert Sand,Siccimeter,avocado
1900,Cypress,topinambur,Tellurium,boar,Red,Sideroscope,blood orange
1901,Pear,aubergine,Silicon,gazelle,Razzle Dazzle Rose,Myringoscope,boysenberry
1902,Beech,zucchini,Cobalt,canary,Aquamarine,Spirograph,pineapple
1903,Alder,endive,Terbium,polar bear,Fuzzy Wuzzy,Stauroscope,orange
1904,Sumac,sweet potato,Rutherfordium,aardvark,Vivid Violet,Heliograph,peach
1905,Yellowwood,broccoli,Manganese,gopher,Goldenrod,Chronoscope,elderberry
1906,Locust,green pepper,Radium,wildcat,Yellow Orange,Pneumograph,physalis
1907,Holly,gem squash,Yttrium,snake,Electric Lime,Marigraph,pear
1908,Maple,daikon,Lead,newt,Sea Green,Thermometer,olive
1909,Cypress,banana squash,Hafnium,bear,Aquamarine,Cystoscope,nectarine
1910,Walnut,marjoram,Osmium,alligator,Yellow,Clinometer,rock melon
1911,Fir,black-eyed pea,Gadolinium,squirrel,Chestnut,Megascope,mandarine
1912,Birch,patty pan,Thallium,snake,White,Mileometer,clementine
1913,Yellowwood,radicchio,Antimony,raccoon,Piggy Pink,Actinometer,ugli fruit
1914,Redwood,lentils,Selenium,porcupine,Electric Lime,Cratometer,canary melon
1915,Ash,garlic,Berkelium,chimpanzee,Laser Lemon,Hemacytometer,feijoa
1916,Sassafras,marjoram,Copper,antelope,Wild Blue Yonder,Dromometer,jackfruit
1917,Hickory,chard,Tungsten,chinchilla,Timberwolf,Xanthometer,cranberry
1918,Yellowwood,delicata,Zinc,coyote,Brown,Wattmeter,raspberry
1919,Beech,chives,Zinc,fish,Robin's Egg Blue,Spherometer,nut
1920,Willow,broccoflower,Zinc,gila monster,Unmellow Yellow,Kinetoscope,jackfruit
1921,Poplar,banana squash,Radon,orangutan,Yellow Orange,Fiberscope,currant
1922,Apple,green bean,Darmstadtium,deer,Black,Spectroheliograph,breadfruit
1923,Peach,spinach,Gallium,sloth,Unmellow Yellow,Megascope,currant
1924,Hickory,patty pan,Chlorine,salamander,Green Yellow,Chronoscope,blackcurrant
1925,Maple,watercress,Rubidium,goat,Antique Brass,Ammeter,passionfruit
1926,Birch,new zealand spinach,Ununpentium,aardvark,Beaver,Iconometer,pineapple
1927,Cypress,yam,Ununbium,finch,Granny Smith Apple,Hygrometer,honeydew
1928,Pine,kidney bean,Silicon,wolf,Sepia,Pyrgeometer,mandarine
1929,Linden,black bean,Hassium,ox,Magenta,Taximeter,bell pepper
1930,Spruce,rutabaga,Helium,silver fox,Shocking Pink,Effusiometer,pamelo
1931,Redwood,dill,Cerium,panda,Eggplant,Polygraph,physalis
1932,Juniper,jerusalem artichoke,Palladium,porpoise,Sea Green,Scotoscope,elderberry
1933,Elderberry,brussels sprout,Dysprosium,frog,Vivid Violet,Ophthalmometer,currant
1934,Fir,onion,Lanthanum,silver fox,Burnt Sienna,Tachistoscope,clementine
1935,Birch,navy bean,Ununbium,buffalo,Mauvelous,Areometer,feijoa
1936,Gum,aubergine,Berkelium,otter,Burnt Orange,Colorimeter,nut
1937,Maple,borlotti bean,Ununhexium,tiger,Atomic Tangerine,Hodoscope,lime
1938,Larch,lima bean,Bismuth,chimpanzee,Denim,Coercimeter,tomato
1939,Yellowwood,okra,Darmstadtium,mynah bird,Royal Purple,Endoscope,canary melon
1940,Alder,habanero,Thulium,zebra,Asparagus,Zymosimeter,canary melon
1941,Apple,endive,Ruthenium,panda,Blue,Photometer,elderberry
1942,Yellowwood,delicata,Bohrium,bull,Periwinkle,Stylometer,loquat
1943,Pear,horseradish,Thulium,sloth,Screamin' Green,Lysimeter,grape
1944,Magnolia,wasabi,Antimony,monkey,Unmellow Yellow,Tiltmeter,clementine
1945,Cedar,tat soi,Plutonium,mole,Cornflower,Kymograph,coconut
1946,Holly,mangetout,Vanadium,raccoon,Sea Green,Cyclograph,pear
1947,Pear,pea,Strontium,lion,Desert Sand,Thermometer,elderberry
1948,Hickory,water chestnut,Iodine,lynx,Outrageous Orange,Phacometer,eggplant
1949,Alder,rutabaga,Terbium,tiger,Burnt Sienna,Thermograph,boysenberry
1950,Poplar,broccoflower,Fermium,lemur,Beaver,Solarimeter,avocado
1951,Tupelo,jicama,Uranium,shrew,Burnt Sienna,Phototachometer,blood orange
1952,Linden,endive,Oxygen,ocelot,Forest Green,Hodoscope,huckleberry
1953,Pear,chickpea,Ununquadium,chinchilla,Pine Green,Galactometer,rock melon
1954,Fir,tat soi,Bohrium,hippopotamus,Mahogany,Rachiometer,cherimoya
1955,Tupelo,hubbard squash,Neodymium,cougar,Burnt Orange,Wattmeter,star fruit
1956,Birch,collard green,Hafnium,orangutan,Salmon,Cystoscope,redcurrant
1957,Maple,topinambur,Rhenium,warthog,Tan,Gradiometer,quince
1958,Plum,snap pea,Darmstadtium,mink,Piggy Pink,Weatherometer,avocado
1959,Beech,calabrese,Yttrium,orangutan,Wisteria,Voltmeter,mulberry
1960,Elderberry,jicama,Roentgenium,squirrel,Shadow,Scintillometer,loquat
1961,Linden,brussels sprout,Berkelium,lamb,Midnight Blue,Mekometer,rock melon
1962,Sassafras,shallot,Gallium,capybara,Blue Green,Katathermometer,grape
1963,Birch,chives,Radium,alpaca,Burnt Orange,Sclerometer,mulberry
1964,Juniper,mustard green,Carbon,skunk,Wild Watermelon,Refractometer,cranberry
1965,Beech,thyme,Promethium,giraffe,Almond,Radioscope,goji berry
1966,Tulip Tree,kidney bean,Molybdenum,weasel,Cotton Candy,Oscillometer,loquat
1967,Hickory,artichoke,Zirconium,warthog,Inchworm,Chronoscope,bilberry
1968,Beech,chayote,Rubidium,gnu,Granny Smith Apple,Viscometer,avocado
1969,Ash,bok choy,Manganese,baboon,Chestnut,Polarimeter,bilberry
1970,Apple,thyme,Fluorine,crow,Red,Hygrograph,kiwi fruit
1971,Elm,kohlrabi,Beryllium,bison,Purple Heart,Tachistoscope,currant
1972,Spruce,butternut squash,Americium,camel,Jazzberry Jam,Stenometer,tamarillo
1973,Ash,pumpkin,Lutetium,wildcat,Sea Green,Helioscope,elderberry
1974,Palm,new zealand spinach,Berkelium,mynah bird,Vivid Violet,Prisoptometer,blackberry
1975,Dogwood,radicchio,Fermium,bear,Wild Strawberry,Pharyngoscope,guava
1976,Redwood,mangetout,Tantalum,marmoset,Wisteria,Xylometer,boysenberry
1977,Plum,celery,Ununpentium,fox,Cornflower,Recipiangle,pomelo
1978,Apple,cucumber,Ruthenium,chipmunk,Piggy Pink,Bronchoscope,honeydew
1979,Peach,alfalfa sprout,Gadolinium,jackal,Green,Thermometer,purple mangosteen
1980,Locust,rutabaga,Bohrium,llama,Forest Green,Densimeter,boysenberry
1981,Chestnut,kale,Selenium,zebra,Goldenrod,Psychrometer,kiwi fruit
1982,Hickory,eggplant,Vanadium,cougar,Silver,Laryngoscope,feijoa
1983,Birch,shallot,Lawrencium,llama,Mountain Meadow,Auxanometer,jackfruit
1984,Dogwood,delicata,Ytterbium,tiger,Sepia,Iriscope,grape
1985,Dogwood,broccoli,Helium,hippopotamus,Neon Carrot,Eudiometer,cucumber
1986,Pine,lemon grass,Einsteinium,wombat,Gold,Saccharimeter,currant
1987,Elderberry,hubbard squash,Polonium,marmoset,Hot Magenta,Selenoscope,gooseberry
1988,Hickory,jicama,Rhenium,ram,Cotton Candy,Pharmacometer,damson
1989,Redwood,garlic,Arsenic,porpoise,Antique Brass,Lysimeter,banana
1990,Hawthorn,celeriac,Gadolinium,moose,Violet,Pyrgeometer,lime
1991,Tupelo,squash,Vanadium,woodchuck,Tan,Photopolarimeter,cherry
1992,Hawthorn,potato,Chromium,crocodile,Midnight Blue,Calorimeter,kiwi fruit
1993,Poplar,caraway,Radium,hyena,Purple Heart,Polarimeter,jackfruit
1994,Magnolia,chickpea,Nickel,porcupine,Laser Lemon,Cystoscope,goji berry
1995,Willow,basil,Mercury,ox,Navy Blue,Proctoscope,watermelon
1996,Holly,artichoke,Curium,ram,Yellow,Polariscope,blackcurrant
1997,Pear,hubbard squash,Berkelium,squirrel,Goldenrod,Absorptiometer,tamarillo
1998,Plum,mushroom,Thallium,hamster,Salmon,Spectrofluorimeter,watermelon
1999,Cypress,rosemary,Iron,reindeer,Unmellow Yellow,Sillometer,blood orange
2000,Redwood,azuki bean,Helium,woodchuck,Royal Purple,Rachiometer,jujube
2001,Peach,butternut squash,Magnesium,porpoise,Tickle Me Pink,Zymometer,salal berry
2002,Sassafras,squash,Magnesium,guinea pig,Forest Green,Trechometer,apple
2003,Linden,broccoli,Californium,sheep,Red Orange,Stenometer,kiwi fruit
2004,Oak,jicama,Xenon,chipmunk,Salmon,Scotoscope,kiwi fruit
2005,Crabapple,mustard green,Dubnium,impala,Burnt Orange,Actinograph,mango
2006,Alder,pea,Darmstadtium,wolf,Purple Heart,Cryometer,rock melon
2007,Elm,parsnip,Thallium,muskrat,Blue Bell,Psophometer,salal berry
2008,Tupelo,watercress,Cobalt,ocelot,Lavender,Katathermometer,blackberry
2009,Locust,pea,Gadolinium,mynah bird,Navy Blue,Haptometer,boysenberry
2010,Beech,bean sprout,Chromium,warthog,White,Altimeter,eggplant
2011,Peach,paprika,Mendelevium,ground hog,Radical Red,Thermograph,gooseberry
2012,Holly,tabasco pepper,Calcium,reindeer,Sunglow,Chlorometer,canary melon
2013,Crabapple,gem squash,Cadmium,otter,Bittersweet,Laryngoscope,breadfruit
2014,Crabapple,scallion,Promethium,deer,Razzle Dazzle Rose,Alcoholometer,rock melon
2015,Gum,bean sprout,Neodymium,capybara,Tickle Me Pink,Proctoscope,elderberry
2016,Ash,arugula,Ununquadium,panther,Fuchsia,Salinometer,physalis
2017,Apple,broad beans,Osmium,parakeet,Outrageous Orange,Fiberscope,blackcurrant
2018,Hickory,potato,Yttrium,oryx,Cerise,Pachymeter,jujube
2019,Pear,shallot,Fermium,fish,White,Lactometer,mulberry
2020,Palm,banana squash,Mercury,ape,Violet Red,Dromometer,goji berry
2021,Elderberry,navy bean,Platinum,otter,Antique Brass,Quantimeter,satsuma
2022,Tupelo,calabrese,Actinium,dog,Macaroni and Cheese,Radiometeorograph,elderberry
2023,Chestnut,black-eyed pea,Boron,raccoon,Radical Red,Chromatograph,guava
2024,Alder,parsley,Ununpentium,camel,Lavender,Rotameter,persimmon
2025,Spruce,ginger,Meitnerium,whale,Purple Mountain's Majesty,Chronoscope,date
2026,Linden,spaghetti squash,Antimony,mountain goat,Pink Flamingo,Spectroheliograph,purple mangosteen
2027,Redwood,horseradish,Ytterbium,aardvark,Razzmatazz,Quantometer,plum
2028,Apple,banana squash,Yttrium,silver fox,Brick Red,Strabismometer,plum
2029,Palm,scallion,Darmstadtium,impala,Antique Brass,Epidiascope,elderberry
2030,Peach,chives,Helium,oryx,Jungle Green,Cymometer,feijoa
2031,Ash,spaghetti squash,Europium,tiger,Electric Lime,Thalassometer,breadfruit
2032,Sumac,kale,Calcium,jaguar,Macaroni and Cheese,Oscillometer,pomelo
2033,Juniper,chard,Lithium,chipmunk,Wild Strawberry,Milliammeter,ugli fruit
2034,Elderberry,pumpkin,Californium,bat,Raw Sienna,Turbidimeter,durian
2035,Cherry,nopale,Hassium,chinchilla,Cadet Blue,Sphygmoscope,olive
2036,Elderberry,chamomile,Terbium,woodchuck,Midnight Blue,Leptometer,purple mangosteen
2037,Hickory,corn salad,Ununbium,porpoise,Black,Typhlograph,kiwi fruit
2038,Holly,shallot,Nitrogen,kangaroo,Cerulean,Ophthalmoscope,tangerine
2039,Cypress,broad beans,Beryllium,walrus,Aquamarine,Stauroscope,banana
2040,Redwood,parsley,Potassium,tiger,Robin's Egg Blue,Declinometer,cantaloupe
2041,Tulip Tree,calabrese,Boron,raccoon,Pacific Blue,Stalagmometer,lychee
2042,Birch,mushroom,Holmium,lizard,Antique Brass,Hypsometer,currant
2043,Poplar,horseradish,Bismuth,elephant,Apricot,Pitchometer,bell pepper
2044,Cherry,marjoram,Krypton,wolf,Sky Blue,Arthroscope,jambul
2045,Holly,legume,Lithium,mongoose,Turquoise Blue,Pyrheliometer,nut
2046,Walnut,mung bean,Bromine,opossum,Sepia,Torsiograph,jambul
2047,Cypress,acorn squash,Bismuth,porcupine,Yellow Green,Dichroscope,lemon
2048,Pear,gem squash,Sulfur,sloth,Blush,Sclerometer,loquat
2049,Hickory,chayote,Lead,turtle,Sepia,Keratometer,persimmon
2050,Tulip Tree,collard green,Berkelium,opossum,Mountain Meadow,Diaphanometer,tomato
2051,Dogwood,artichoke,Krypton,ferret,Granny Smith Apple,Alcoholometer,star fruit
2052,Tupelo,rutabaga,Krypton,fox,Atomic Tangerine,Geothermometer,pomelo
2053,Ash,acorn squash,Americium,lamb,Jungle Green,Planimeter,clementine
2054,Larch,oregano,Antimony,dromedary,Tropical Rain Forest,Tremograph,jackfruit
2055,Linden,collard green,Radium,gila monster,Canary,Telestereoscope,quince
2056,Cedar,caraway,Meitnerium,chinchilla,Brick Red,Tropometer,bell pepper
2057,Palm,gem squash,Chlorine,mongoose,Electric Lime,Saccharimeter,nut
2058,Birch,okra,Neon,grizzly bear,Jungle Green,Acetimeter,cucumber
2059,Locust,lavender,Roentgenium,gnu,Green,Floriscope,strawberry
2060,Linden,rosemary,Gallium,badger,Macaroni and Cheese,Inclinometer,rambutan
2061,Yellowwood,beet,Cerium,tiger,Scarlet,Ultramicroscope,goji berry
2062,Ash,cucumber,Zinc,dingo,Razzle Dazzle Rose,Vaporimeter,breadfruit
2063,Elm,watercress,Lithium,giraffe,Burnt Sienna,Eriometer,jujube
2064,Alder,marjoram,Niobium,wildcat,Piggy Pink,Lanameter,kiwi fruit
2065,Sassafras,pea,Germanium,coyote,Tropical Rain Forest,Declinometer,breadfruit
2066,Oak,kale,Einsteinium,dingo,Granny Smith Apple,Pharmacometer,cranberry
2067,Pear,acorn squash,Iodine,turtle,Mountain Meadow,Hydrotimeter,coconut
2068,Pine,spinach,Barium,cat,Purple Heart,Spectrograph,peach
2069,Apple,parsley,Sulfur,cheetah,Carnation Pink,Transmissometer,avocado
2070,Poplar,brussels sprout,Gallium,toad,Bittersweet,Galvanometer,blackcurrant
2071,Spruce,shallot,Unununium,capybara,Navy Blue,Dromometer,watermelon
2072,Spruce,cauliflower,Rutherfordium,impala,Indigo,Dendrometer,bilberry
2073,Chestnut,acorn squash,Lutetium,horse,Midnight Blue,Polarimeter,pomegranate
2074,Sassafras,artichoke,Bromine,puma,Eggplant,Baroscope,physalis
2075,Tulip Tree,parsnip,Platinum,crocodile,Robin's Egg Blue,Micrograph,nectarine
2076,Tulip Tree,jicama,Fluorine,ground hog,Vivid Violet,Meteorograph,loquat
2077,Tupelo,banana squash,Berkelium,pig,Silver,Phonendoscope,quince
2078,Magnolia,asparagus,Iodine,whale,Periwinkle,Chlorometer,gooseberry
2079,Cedar,calabrese,Barium,lemur,Cerise,Pycnometer,raisin
2080,Elm,celeriac,Neptunium,camel,Desert Sand,Cymograph,raspberry
2081,Juniper,eggplant,Nickel,rhinoceros,Denim,Snooperscope,mango
2082,Linden,kohlrabi,Strontium,marmoset,Laser Lemon,Epidiascope,olive
2083,Gum,chayote,Nickel,opossum,Chestnut,Auriscope,cherry
2084,Willow,radicchio,Thulium,whale,Spring Green,Aethrioscope,blackberry
2085,Pear,lettuce,Hydrogen,reptile,Lavender,Ombrometer,apple
2086,Willow,marjoram,Zinc,giraffe,Neon Carrot,Photopolarimeter,satsuma
2087,Chestnut,green pepper,Hassium,alligator,Green,Magnetometer,kumquat
2088,Walnut,horseradish,Gadolinium,alpaca,Mahogany,Vibrometer,breadfruit
2089,Hickory,basil,Neodymium,guinea pig,Red,Chronograph,clementine
2090,Oak,squash,Curium,porcupine,Pink Sherbert,Tachistoscope,strawberry
2091,Alder,rhubarb,Rhodium,parakeet,Outer Space,Potentiometer,canary melon
2092,Hickory,runner bean,Fluorine,woodchuck,Manatee,Tomograph,guava
2093,Hawthorn,cayenne pepper,Indium,skunk,Cotton Candy,Luxmeter,huckleberry
2094,Magnolia,cauliflower,Samarium,mouse,Olive Green,Statoscope,pear
2095,Birch,herbs and spice,Erbium,otter,Green,Heliograph,rock melon
2096,Larch,squash,Rhenium,squirrel,Desert Sand,Solarimeter,cantaloupe
2097,Larch,pumpkin,Boron,hedgehog,Hot Magenta,Myograph,blood orange
2098,Maple,cucumber,Sodium,ox,Tan,Porometer,goji berry
2099,Ash,sweet potato,Ununtrium,yak,Asparagus,Olfactometer,cherimoya
2100,Locust,tat soi,Unununium,ewe,Shocking Pink,Mecometer,jujube
2101,Holly,anise,Indium,wolf,Peach,Barograph,goji berry
2102,Dogwood,tubers,Rubidium,hippopotamus,Cerise,Interferometer,coconut
2103,Pine,horseradish,Tantalum,pig,Yellow Green,Psychograph,fig
2104,Pear,beet,Promethium,orangutan,Shadow,Pyrgeometer,cantaloupe
